station_id,station_name,operator_network,district,province,address,charger_level,connector_types,power_kw,latitude,longitude,maps_link,access,status,source,last_verified,added_phase,geo_precision
SL-0148,EV Charging Point — Kirillawala,Independent / unverified,Gampaha,Western,"Colombo-Kandy Road, Kirillawala",,,,7.020657,79.972714,"https://www.google.com/maps?q=7.020657,79.972714",Public,active,OpenStreetMap (ODbL) node/4459877593,2026-07-29,Phase 2 - Colombo,exact
SL-0149,EV Charging Point — Ethul Kotte,Independent / unverified,Colombo,Western,"Main Street (New Kandy Road), Ethul Kotte",,,,6.902573,79.913140,"https://www.google.com/maps?q=6.902573,79.913140",Public,active,OpenStreetMap (ODbL) node/4459877594,2026-07-29,Phase 2 - Colombo,exact
SL-0150,EV Charging Point — Kadawatha,Independent / unverified,Gampaha,Western,"Jaya Mawatha, Kadawatha",,,,7.002357,79.954302,"https://www.google.com/maps?q=7.002357,79.954302",Public,active,OpenStreetMap (ODbL) node/4459877794,2026-07-29,Phase 2 - Colombo,exact
SL-0151,EV Charging Point — Lunupokuna,Ceylon Electricity Board,Colombo,Western,"New Kelani Bridge Road, Lunupokuna",,,,6.950896,79.877821,"https://www.google.com/maps?q=6.950896,79.877821",Public,active,OpenStreetMap (ODbL) node/4620113896,2026-07-29,Phase 2 - Colombo,exact
SL-0152,EV Charging Point — Pannipitiya,Ceylon Electricity Board,Colombo,Western,"High Level Road, Pannipitiya",,,,6.844879,79.940811,"https://www.google.com/maps?q=6.844879,79.940811",Public,active,OpenStreetMap (ODbL) node/5572310212,2026-07-29,Phase 2 - Colombo,exact
SL-0153,EV Charging Point — Kollupitiya,Independent / unverified,Colombo,Western,"Mahanuga Gardens, Kollupitiya, Colombo",,,,6.917317,79.849178,"https://www.google.com/maps?q=6.917317,79.849178",Public,active,OpenStreetMap (ODbL) node/11180738152,2026-07-29,Phase 2 - Colombo,exact
SL-0154,EV Charging Point — Bambalapitiya,Independent / unverified,Colombo,Western,"Ananda Coomaraswamy Mawatha, Bambalapitiya, Colombo",,,,6.911854,79.854681,"https://www.google.com/maps?q=6.911854,79.854681",Public,active,OpenStreetMap (ODbL) node/12618001001,2026-07-29,Phase 2 - Colombo,exact
SL-0155,EV Charging Station,Car Master,Puttalam,North Western,"Colombo-Puttalam Road, Koswadiya",,,,7.436693,79.831012,"https://www.google.com/maps?q=7.436693,79.831012",Public,active,OpenStreetMap (ODbL) node/3960838257,2026-07-29,Phase 3 - Island-wide,exact
SL-0156,EV Charging Station,Wasana Traders,Galle,Southern,"Karapitiya - Labuduwa Road, Karapitiya, Galle",,,,6.067901,80.227929,"https://www.google.com/maps?q=6.067901,80.227929",Public,active,OpenStreetMap (ODbL) node/3960886457,2026-07-29,Phase 3 - Island-wide,exact
SL-0157,EV Charging Point — Katugoda,Independent / unverified,Galle,Southern,"Galle Port Access Road, Katugoda",,,,6.051799,80.257893,"https://www.google.com/maps?q=6.051799,80.257893",Public,active,OpenStreetMap (ODbL) node/4352148389,2026-07-29,Phase 3 - Island-wide,exact
SL-0158,EV Charging Point — Hambantota Port,Independent / unverified,Hambantota,Southern,"Old Hambantota Road, Magampura Mahinda Rajapaksa Sovereign Port Area, Hambantota",,,,6.116168,81.090572,"https://www.google.com/maps?q=6.116168,81.090572",Public,active,OpenStreetMap (ODbL) node/4451137191,2026-07-29,Phase 3 - Island-wide,exact
SL-0159,EV Charging Point — Wennappuwa,Independent / unverified,Puttalam,North Western,"Colombo-Puttalam Road, Wennappuwa",,,,7.440822,79.830460,"https://www.google.com/maps?q=7.440822,79.830460",Public,active,OpenStreetMap (ODbL) node/4451138991,2026-07-29,Phase 3 - Island-wide,exact
SL-0160,EV Charging Point — Madawala,Independent / unverified,Kandy,Central,"Madawala Road, Madawala",,,,7.324522,80.661639,"https://www.google.com/maps?q=7.324522,80.661639",Public,active,OpenStreetMap (ODbL) node/4451141690,2026-07-29,Phase 3 - Island-wide,exact
SL-0161,EV Charging Point — Ambepussa,Independent / unverified,Kegalle,Sabaragamuwa,"Colombo-Kandy Road, Ambepussa",,,,7.236388,80.207732,"https://www.google.com/maps?q=7.236388,80.207732",Public,active,OpenStreetMap (ODbL) node/4451141691,2026-07-29,Phase 3 - Island-wide,exact
SL-0162,EV Charging Point — Balangoda,Independent / unverified,Ratnapura,Sabaragamuwa,"Ratunapura-Wellawaya Road, Balangoda",,,,6.644586,80.700684,"https://www.google.com/maps?q=6.644586,80.700684",Public,active,OpenStreetMap (ODbL) node/4451141692,2026-07-29,Phase 3 - Island-wide,exact
SL-0163,EV Charging Point — Anuradhapura,Independent / unverified,Anuradhapura,North Central,"D. S. Senanayake Mawatha, Anuradhapura",,,,8.317655,80.394296,"https://www.google.com/maps?q=8.317655,80.394296",Public,active,OpenStreetMap (ODbL) node/4451141693,2026-07-29,Phase 3 - Island-wide,exact
SL-0164,EV Charging Point — Dodamwala,Independent / unverified,Kandy,Central,"Sirimavo Bandaranaike Mawatha (Peradeniya Road), Dodamwala",,,,7.271065,80.604554,"https://www.google.com/maps?q=7.271065,80.604554",Public,active,OpenStreetMap (ODbL) node/4451143990,2026-07-29,Phase 3 - Island-wide,exact
SL-0165,EV Charging Point — walawwatta,Independent / unverified,Kegalle,Sabaragamuwa,"Old Colombo Road, walawwatta",,,,7.251764,80.436932,"https://www.google.com/maps?q=7.251764,80.436932",Public,active,OpenStreetMap (ODbL) node/4451143991,2026-07-29,Phase 3 - Island-wide,exact
SL-0166,EV Charging Point — Pilimatalawa,Independent / unverified,Kandy,Central,"Colombo-Kandy Road, Pilimatalawa",,,,7.263410,80.547569,"https://www.google.com/maps?q=7.263410,80.547569",Public,active,OpenStreetMap (ODbL) node/4451144490,2026-07-29,Phase 3 - Island-wide,exact
SL-0167,EV Charging Point — Taladuwa,Independent / unverified,Gampaha,Western,"Colombo-Puttalam Road, Taladuwa",,,,7.256406,79.856001,"https://www.google.com/maps?q=7.256406,79.856001",Public,active,OpenStreetMap (ODbL) node/4451147390,2026-07-29,Phase 3 - Island-wide,exact
SL-0168,EV Charging Point — Taladuwa,Independent / unverified,Gampaha,Western,"Negombo Road, Taladuwa",,,,7.186833,79.859619,"https://www.google.com/maps?q=7.186833,79.859619",Public,active,OpenStreetMap (ODbL) node/4451147391,2026-07-29,Phase 3 - Island-wide,exact
SL-0169,EV Charging Point — Molagoda,Independent / unverified,Kegalle,Sabaragamuwa,"Colombo-Kandy Road, Molagoda",,,,7.256316,80.408035,"https://www.google.com/maps?q=7.256316,80.408035",Public,active,OpenStreetMap (ODbL) node/4451148789,2026-07-29,Phase 3 - Island-wide,exact
SL-0170,EV Charging Point — Embilipitiya,Independent / unverified,Ratnapura,Sabaragamuwa,"Embilipitiya-Moraketiya-Kiriibbanara-Uda Mauara Road, Embilipitiya",,,,6.334674,80.858805,"https://www.google.com/maps?q=6.334674,80.858805",Public,active,OpenStreetMap (ODbL) node/4451148889,2026-07-29,Phase 3 - Island-wide,exact
SL-0171,EV Charging Point — Welegoda,Independent / unverified,Matara,Southern,"Akuressa Road, Welegoda, Matara",,,,5.956712,80.531975,"https://www.google.com/maps?q=5.956712,80.531975",Public,active,OpenStreetMap (ODbL) node/4451148989,2026-07-29,Phase 3 - Island-wide,exact
SL-0172,EV Charging Point — Sella Kataragama,Independent / unverified,Monaragala,Uva,"Buttala-Sella Kataragama Road, Sella Kataragama",,,,6.441273,81.301605,"https://www.google.com/maps?q=6.441273,81.301605",Public,active,OpenStreetMap (ODbL) node/4459877793,2026-07-29,Phase 3 - Island-wide,exact
SL-0173,EV Charging Point — Kurunegala M.C. Limit,Independent / unverified,Kurunegala,North Western,"Yanthampalawa Road, Kurunegala M.C. Limit",,,,7.491836,80.348557,"https://www.google.com/maps?q=7.491836,80.348557",Public,active,OpenStreetMap (ODbL) node/4864195121,2026-07-29,Phase 3 - Island-wide,exact
SL-0174,EV Charging Point,Genso,Kalutara,Western,Southern Expressway,,,,6.468374,80.079289,"https://www.google.com/maps?q=6.468374,80.079289",Public,active,OpenStreetMap (ODbL) node/6660314507,2026-07-29,Phase 3 - Island-wide,exact
SL-0175,EV Charging Point,Genso,Kalutara,Western,Southern Expressway,,,,6.469559,80.076780,"https://www.google.com/maps?q=6.469559,80.076780",Public,active,OpenStreetMap (ODbL) node/7106447647,2026-07-29,Phase 3 - Island-wide,exact
SL-0176,EV Charging Point — Nuwara Eliya,Independent / unverified,Nuwara Eliya,Central,"Race Course Round Road, Nuwara Eliya",,,,6.965909,80.771968,"https://www.google.com/maps?q=6.965909,80.771968",Public,active,OpenStreetMap (ODbL) node/11105632281,2026-07-29,Phase 3 - Island-wide,exact
SL-0177,EV Charging Point — Katukele,Independent / unverified,Kandy,Central,"Nagasthenna Road, Katukele, Kandy",,,,7.286050,80.629016,"https://www.google.com/maps?q=7.286050,80.629016",Public,active,OpenStreetMap (ODbL) node/13031797276,2026-07-29,Phase 3 - Island-wide,exact
SL-0178,EV Charging Station,Green Frontiers,Galle,Southern,"Galle Port Access Road, Katugoda, Galle",,,,6.033475,80.245215,"https://www.google.com/maps?q=6.033475,80.245215",Public,active,OpenStreetMap (ODbL) node/392879636,2026-07-29,Phase 3 - Island-wide,exact
